"ID","PMNNO","ACCNO","GENERIC NAME","FL"
15505,"32833758",45706,"Bisphenol A and substituted- amine polymer","XU"
15506,"32834376",58903,"Carbonic acid, polymer with alkanediols, hydrazine, methylenebis(4-cyclohexyl isocyanate)","XU"
15507,"32834657",30014,"Tetramethyl oxoheteropolycycle",
15508,"32835290",37559,"Polymer of toluene diisocyanate, polypropylene glycols, 2-substituted ethanol, 2,2'-[alkylidenebis(4,1-phenyleneoxymethylene)]bisoxirane","XU"
15509,"32835852",38018,"N-[Hydroxysubstituted]undecenamide",
15510,"32835878",35166,"Sulfobutanedioic acid, 4-[[(1-oxoundecenyl)amino]substituted] ester, disodium salt",
15511,"32835886",42161,"2-Butenedioic acid, mono[[(1-oxoundecenyl)amino]substituted] ester",
15512,"32842502",89317,"Purple polymeric aniline derivative (PROVISIONAL)","XU"
15513,"32842510",87322,"Orange polymeric aniline derivative (PROVISIONAL)","XU"
15514,"32842528",83397,"Green polymeric aniline derivative (PROVISIONAL)","XU"
15515,"32842536",80321,"Blue polymeric aniline derivative (PROVISIONAL)","XU"
15516,"32842544",84027,"Coral polymeric aniline derivative (PROVISIONAL)","XU"
15517,"32842577",92489,"Alkylated pyridinium betaines",
15518,"32846164",42990,"Bis(dibutylchlorotin) ester",
15519,"32846388",20134,"Substituted (hydroxyphenyl azo hydroxy benzene), substituted (hydroxy phenyl pyrazolazo hydroxy benzene), chromium complex, sodium salt",
15520,"32846396",57228,"Component of C.I. 63265 (PROVISIONAL)",
15521,"32846404",51753,"Substituted diamino-dihydroxy-anthraquinone",
15522,"32846420",54116,"Substituted sulfophenylazo disubstituted-2-hydroxybenzene, iron complex, reaction products with mixed guanidines",
15523,"32846438",33751,"4-Substituted sulfo bis(heteropolycycle) phenylazo-3-carboxy-5-hydroxy-1-(sulfophenyl)pyrazole, sodium salt",
15524,"32846453",27704,"Substituted disulfo copper phthalocyanine, sodium salt",
15525,"32846461",20258,"Hydroxy-substituted-heteromonocycle azo substituted-phenol-, chromium complex, sodium salt",
15526,"32846479",33228,"Oxirane polymer with C13-C15 alcohols, neopentylglycol and alkenoicacid","XU"
15527,"32846495",30343,"Oxirane, methyl-, polymer with a polyol and substituted phthalic anhydride","XU"
15528,"32846503",32043,"(Phenylazo) substituted disulfonaphthylazophenyl-, (substituted phenyl)azo-heteropolycycle, sodium salt",
15529,"32847550",54694,"Fatty acid dimer, tall oil fatty acid, ethylenediamine, alkanedioicacid, polyethyleneamine disubstituted propanediol polymer","XU"
15530,"32847568",52870,"Hydrogenated dimer fatty acid, fatty acid dimer, alkanedioic acid, stearic acid, substituted alkene, piperazine and substituted polyglycol propylene polymer","XU"
15531,"32851479",15384,"Sodium salts of polymers of formaldehyde and substituted benzenesulfonic acids","XU"
15532,"32853012",26701,"Phenylazoaminohydroxynaphthalenylazobiphenylazo substituted benzenesodium sulfonate",
15533,"32866337",49015,"Substituted copper phthalocyanine",
15534,"32866352",23611,"(Disubstituted-hydroxy-pyrazol) azo-, (disubstituted phenyl) azo - diarylamide, sodium salt",
15535,"32866378",24476,"(4-Sulfophenylheteromonocycle)azo chlorobenzene, substituted",
15536,"32866402",52972,"Aminohydroxy-(substituted carbomonocycle) alkoxy-anthraquinone",
15537,"32866410",25924,"Condensate of ammonium salt, guanidine derivative and chloroalkanolwith formol",
15538,"32866428",91839,"Non-ionic dispersing agent (PROVISIONAL)","XU"
15539,"32866436",23928,"Alkylpolyethylene oxide","XU"
15540,"32866469",25504,"(Substituted carbomonocycle) oxyalkyl-copper phthalocyanine",
15541,"32866485",25571,"(Substituted hydroxysulfonaphthyl) azo phenyl-(substituted phenyl) azo heteropolycycle, sodium salt",
15542,"32866493",11600,"Bis(substituted sulfonaphthyl)azo phenyl-heteropolycycle, sodium salt",
15543,"32866501",11597,"Bis(substituted sulfonaphthyl)azo phenyl-heteropolycycle, sodium salt",
15544,"32866519",26790,"Bis(substituted phenylazo)-(substituted disulfonaphthyl) - azo-phenyl-heteropolycycle",
15545,"32866527",27340,"Diazotized substituted benzenamines, coupling products with substituted benzene",
15546,"32866535",24669,"Bis(substituted phenylazo) substituted disulfonaphthylazo phenyl heteropolycycle, sodium salt",
15547,"32866543",23348,"[(Substituted sulfonaphthyl)azo]phenyl-, (disubstituted phenyl)azo-heteropolycycle, sodium salt",
15548,"32866550",25311,"(Substituted sulfonaphthyl)azo sulfonaphthylazophenyl- (disubstituted phenyl)azo - heteropolycycle, sodium salt",
15549,"32866568",24614,"(Substituted phenyl azo sulphonaphthyl azo) phenyl-(substituted phenyl azo)-heteropolycycle, sodium salt",
15550,"32866576",23508,"[(substituted sulfonaphthyl)azo]phenyl-, [(substituted phenyl)azo]-heteropolycycle, sodium salt",
15551,"32866584",23519,"[(substituted sulfonaphthyl)azo]phenyl-, [(substituted phenyl)azo]-heteropolycycle, sodium salt",
15552,"32866600",25208,"[(Sulfophenylazo) substituted disulfonaphthylazo] phenyl-, (alkylphenylamino substituted phenyl)azo-heteropolycycle, sodium salt",
15553,"32866618",26734,"(Hydroxyphenylazo)-, [substituted hydroxy (sulfophenyl)pyrazol] azo-dicarbomonocycle amide, sodium salt",
15554,"32866634",25720,"Bis(substituted sulfonaphthyl) azo-amide deriv., sodium salt",
15555,"32866642",31380,"Bis(substituted phenyl)azo- (sulfonaphthyl)azo-, amide deriv., sodium salt",
15556,"32866667",31391,"Bis(substituted phenyl)azo- (sulfonaphthyl)azo-, amide deriv., sodium salt",
15557,"32866675",31404,"Bis(substituted phenyl)azo- (sulfonaphthyl)azo-, amide deriv., sodium salt",
15558,"32866683",25719,"Bis(substituted sulfonaphthyl)azo-amide deriv., sodium salt",
15559,"32866691",23699,"(Hydroxysulfophenyl azo) - (substituted phenyl azo - substituted phenyl azo) - amide deriv., copper complex, sodium salt",
15560,"32866709",25139,"[(Nitrophenylazo) substituted disulfonaphthyl azo]-, (hydroxysubstituted pyrazol azo) dicarbomonocycle sulfoamide, sodium salt",
15561,"32866725",18203,"Trisazo direct black (PROVISIONAL)",
15562,"32866733",24556,"(Phenylazo) disubstituted disulfonaphthyl azo phenyl-(trisubstituted phenyl)azo-heteropolycycle, sodium salt",
15563,"32866741",26836,"(Phenylazo) disubstituted disulfonaphthyl azo phenyl (substituted phenyl) azo-heteropolycycle, sodium salt",
15564,"32868564",31368,"4-Oxo-2-thioxo-3-alkyl-5-[2-(1-alkyltetrahydropyrrolylidene)ethylidene]tetrahydro-1,3-thiazole",
15565,"32868580",23020,"3-Alkyl-2-[3-(3-alkylnaphtho[1,2-d]thiazolin-2-ylidene)-2-alkylpropenyl]naphtho[1,2-d]thiazolium bromide",
15566,"32868598",35008,"4-Oxo-2-thioxo-3-alkyl-5-[1-(1-alkyltetrahydropyrrol-2-ylidene)propan-2-ylidene]tetrahydro-1,3-thiazole",
15567,"32868606",43404,"2,5-Diaminobenzoic acid, N,N'-bis[2-(1-alkylpyrroline-2-ylium)vinyl]-, diiodide",
15568,"32868614",13015,"1,4-Phenylenediamine, N,N'-bis[2-(1-alkylpyrolin-2-ylium)vinyl]-, diiodide",
15569,"32868622",28241,"Thiazolidine, 5-((1-alkyl-2-pyrrolidinylidene)ethylidene)-4-oxo-3-substituted methyl-2-thioxo-",
15570,"32868655",37446,"4,6-Dioxo-2-thioxo-1,3-dialkyl-5-[2-(1-alkyltetrahydropyrrol-2-ylidene)ethylidene]hexahydropyrimidine",
15571,"32868663",54218,"3-Alkyl-5,6-dialkyl-2-[3-(3-alkyl-5,6-dialkylbenzothiazolin-2-ylidene)-2-alkylpropenyl]benzothiazolium iodide",
15572,"32868689",12852,"3-Alkyl-2-[3-(alkylbenzothiazolin-2-ylidene)propenyl]benzothiazolium iodide",
15573,"32868713",30150,"3-Alkyl-5-phenyl-2-[3-(3-alkyl-5-phenylbenzoxazolin-2-ylidene)-2-alkylpropenyl]benzoxazolium iodide",
15574,"32869216",32792,"Alkenes, polymers with isophthalic acid, menhaden oil, pentaerythritol and petroleum distillates","XU"
15575,"32869224",32532,"Linseed oil, polymer with benzoic acid, glycerol, phenolic resin, phthalic anhydride and sorbitol","XU"
15576,"32869851",34969,"4-Oxo-2-thioxo-3-alkyl-5-[2-(1-alkylpyrrolidinylidene)ethylidene]tetrahydro-1,3-oxazole",
15577,"32869869",44907,"4-Oxo-2-thioxo-1,3-dialkyl-5-[2-(1-alkyltetrahydropyrrolylidene)ethylidene]tetrahydroimidazole",
15578,"32869877",30138,"4-Oxo-2-thioxo-1-alkyl-3-alkyl-5-[2-(1-alkyltetrahydropyrrolidine)ethylidene]tetrahydroimidazole",
15579,"32869893",27806,"4-Thiazolidinone, 5-((1-alkyl-1,4-dihydro-4-alkyl-5H-tetrazol-5-ylidene)ethylidene)-3-alkenyl-2-thioxo-",
15580,"32869901",23495,"4-Thiazolidinone, 5-[[1,4-dihydro-1,4-dialkyl-5H-tetrazol-5-ylidene)ethylidene)-3-alkenyl-2-thioxo-",
15581,"32869919",43108,"4-Oxo-2-thioxo-3-alkyl-5-[2-(1-alkyltetrahydropyrrolylidene)-1-alkylethylidene]tetrahydro-1,3-oxazole",
15582,"32869927",43493,"3-Alkyl-5-alkoxy-2-[3-(3-alkyl-5-alkoxybenzoxazolin-2-ylidene)-2-alkylpropenyl]benzoxazolium iodide",
15583,"32869943",34958,"4-Oxo-2-thioxo-3-alkyl-5-[2-(1-alkylpyrrolidinylidene)ethylidene]tetrahydro-1,3-oxazole",
15584,"32869968",48181,"Benzoselenazolium, 3-alkyl-2-(2-((3-alkyl-5-methoxy-2-benzoselenazolinylidene)methyl)-1-alkenyl)-5,6-dialkyl-, iodide",
15585,"32869976",55608,"3-Alkyl-5,6-dialkyl-2-[3-(3-alkyl-5-alkoxybenzoselenazolin-2-ylidene)-2-alkylpropenyl]benzothiazolium iodide",
15586,"32869992",28649,"4-Imidazolinidinone, 1-alkyl-5-((3-alkyl-2-thiazolidenylidene)ethylidene)-3-alkenyl-2-thioxo-",
15587,"32886459",62307,"Carboxylic acids, hydrogenated polymers with pentaerythritol and phthalic anhydride","XU"
15588,"32889560",27168,"Starch, quaternary ammonium propyl ether, modified (PROVISIONAL)","XU"
15589,"32889594",18930,"Starch, [3-(trimethylammonio)-substituted propyl] ether, chloride, alkyl derivative","XU"
15590,"32889651",46925,"Starch, substituted-3-(trimethylammonio)propyl ether, chloride, derivative",
15591,"32897845",32656,"Siloxanes and silicones, polymers with adipic acid, isophthalic acid and trimethylolpropane","XU"
15592,"32899510",61804,"Silsesquioxanes, aryl, alkyl, polymers with Bu acrylate, N-(butoxymethyl)-2-propenamide, hydroxyethyl methacrylate and Me methacrylate","XU"
15593,"32900037",22630,"Cobalt(II) 2-ethylhexanoate with acetoacetamide derivatives",
15594,"32900094",67415,"Carboxylic acids, hydrogenated, polymers with adipic acid, isophthalic acid, neopentyl glycol and trimellitic anhydride","XU"
15595,"32900714",62830,"Organosilanes, alkane oxides copolymers, reaction products with polyethylene glycol monoallyl ether, polymers with hydroxyethyl acrylate and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane","XU"
15596,"32902041",67722,"Modified alkoxyphenol phosphate ester, isopropanolamine salt","XU"
15597,"32902165",60356,"Modified alkoxyphenol phosphate ester, diisopropanolamine salt","XU"
15598,"32902173",65566,"Modified alkoxyphenol phosphate esters, triisopropanolamine salt","XU"
15599,"32902413",61746,"Modified polyethylene glycol, phosphate ester, isopropanolamine salt","XU"
15600,"32902439",61371,"Modified polyethylene gylcol phosphate ester, ethanolamine salt","XU"
15601,"32902454",62409,"Modified polyethylene glycol phosphate ester, diisopropanolamine salt","XU"
15602,"32902470",69693,"Modified polyethylene glycol phosphate ester, isopropanolamine salt","XU"
15603,"32902496",62501,"Modified polyethylene glycol phosphate ester, triisopropanolamine salt","XU"
15604,"32905028",14563,"Trichloromethylsilane derivative polymer","XU"
15605,"32905051",30945,"Trichloromethylsilane alkyl derivative polymer","XU"
15606,"32905069",30956,"Trichloromethylsilane alkyl derivative polymer","XU"
15607,"32905077",22152,"Trichloromethylsilane carbomonocycle derivative polymer","XU"
15608,"32905085",27431,"Dichlorodimethylsilane derivative polymer","XU"
15609,"32905093",56021,"Dichlorodimethylsilane alkyl derivative polymer","XU"
15610,"32905101",56010,"Dichlorodimethylsilane alkyl derivative polymer","XU"
15611,"32905119",24976,"Dichlorodimethylsilane carbomonocycle derivative polymer","XU"
15612,"32905127",21295,"Trichlorophenylsilane derivative polymer","XU"
15613,"32905135",33886,"Trichlorophenylsilane alkyl derivative polymer","XU"
15614,"32905143",33897,"Trichlorophenylsilane alkyl derivative polymer","XU"
15615,"32905150",25593,"Trichlorophenylsilane carbomonocycle derivative polymer","XU"
15616,"32905168",29788,"Dichlorodiphenylsilane derivative polymer","XU"
15617,"32905176",44098,"Dichlorodiphenylsilane alkyl derivative polymer","XU"
15618,"32905184",44087,"Dichlorodiphenylsilane alkyl derivative polymer","XU"
15619,"32905192",15135,"Dichlorodiphenylsilane carbomonocycle derivative polymer","XU"
15620,"32905200",19397,"Trichlorovinylsilane derivative polymer","XU"
15621,"32905218",43904,"Trichlorovinylsilane alkyl derivative polymer","XU"
15622,"32905226",43891,"Trichlorovinylsilane alkyl derivative polymer","XU"
15623,"32905234",23075,"Trichlorovinylsilane carbomonocycle derivative polymer","XU"
15624,"32907842",64290,"Fatty acids, C18-unsatd., polymers with alkyldioic acid and diol, compds. with ethanolamine","XU"
15625,"32907859",60721,"Fatty acids, C18-unsatd., polymers with alkyldioic acid and diol, compds. with triethanolamine","XU"
15626,"32907875",68883,"Fatty acids, C18-unsatd., polymers with alkyldioic acid and diol, compds. with isopropanolamine","XU"
15627,"32907883",60265,"Fatty acids, C18-unsatd., polymers with alkyldioic acid and diol, compds. with diisopropanolamine","XU"
15628,"32907891",65226,"Fatty acids, C18-unsatd., polymers with alkyldioic acid and diol, compds. with triisopropanolamine","XU"
15629,"32914145",92547,"Maleic anhydride styrene copolymer, ammonium salt (PROVISIONAL)","XU"
15630,"32914566",195110,"Phosphoric acid, mixed alkyl alcohol esters, triethanolamine salts",
15631,"32914574",214336,"Phosphoric acid, mixed alkyl alcohol esters, triethanolamine salts",
15632,"32914624",206792,"Phosphoric acid, mixed alkyl alcohol esters, triethanolamine salts",
15633,"32914731",187178,"Phosphoric acid, mixed linear alcohol ester, potassium salts",
15634,"32914749",188568,"Phosphoric acid, mixed linear alcohol ester, potassium salts",
15635,"32914756",201606,"Phosphoric acid, mixed linear alcohol ester, potassium salts",
15636,"32917643",63673,"Fatty acid dimer-aliphatic carboxylic acid-polyethylene amine polymer","XU"
15637,"32917767",31595,"Formaldehyde, polymer with dehydroabietylamine alkylene oxide adduct","XU"
15638,"32926115",43528,"Polyethoxyled meta methyl aniline azoic diazo 5 (PROVISIONAL)","XU"
15639,"32926123",44543,"Polyethoxyled meta methyl aniline azoic diazo 44 (PROVISIONAL)","XU"
15640,"32926131",47133,"Polyethoxyled meta methyl aniline azoic diazo 51 (PROVISIONAL)","XU"
15641,"32926156",41293,"Polyethoxyled meta methyl aniline azoic diazo 9 (PROVISIONAL)","XU"
15642,"32926222",83079,"Red polymeric aniline derivative (PROVISIONAL)","XU"
15643,"32926255",81062,"Yellow polymeric aniline derivative (PROVISIONAL)","XU"
15644,"32926289",42434,"Diisopropyl methyl and dimethyl naphthalenesulfonic acid",
15645,"32926339",202790,"Methyl-octyl-polysiloxane block copolymer with methyl-(.omega.-butoxy-polyoxyalkylen)-polysiloxane","XU"
15646,"32926982",42729,"Fatty acid dimer-tall oil fatty acid-polyethyleneamine-bisphenol A diglycidyl-ether-polynathyleneamines polymer (PROVISIONAL)","XU"
15647,"32926990",31733,"Fatty acid dimer, alkanedioic acid, stearic acid, heteromonocycle and ethylenediamine polymer","XU"
15648,"32927006",34776,"Fatty acid dimer, alkanedioic acid, stearic acid, ethylenediamine, heteromonocycle and substituted polyglycol polymer","XU"
15649,"32927014",30796,"Fatty acid dimer, tall oil fatty acids, alkanedioic acid, substituted heteromonocycle, ethylenediamine, diethylenetriamine and trisubstituted aliphatic amine polymer","XU"
15650,"32927410",74692,"Triarylsulfonium chloride salts (PROVISIONAL)",
15651,"32932964",18452,"N,N'-Bis(1H-tetrachloroisoindol-1-one-3-yl) substituted-alkylazoaniline",
15652,"32989352",20747,"2-Substituted-4-(3'-(2'',5''-dimethoxyphenyl)-1'-oxoprop-2'-enyl)toluene",
15653,"32990517",18429,"Substituted-(sulfoalkyl)-carbocyanine dye derived from substituted benzoselenazole and benzoxazole salt",
15654,"32990590",22641,"Substituted-1,4-naphthoquinone",
15655,"32990616",19820,"Polymer of vinyl acetate and vinyl anhydride with alkanol","XU"
15656,"32990632",19126,"Nitro-(substituted)-benzene",
15657,"32990640",22981,"Disubstituted benzenesulfonic acid salt nickel complex",
15658,"32990756",16854,"Polymer of ethylene glycol, dimethyl alkanedioate, substituted cyclohexane and bis(alkylbenzoate)","XU"
15659,"32990996",21999,"Substituted aniline salt",
15660,"32991101",16105,"Disubstituted-(sulfoalkyl)-benzoselenazole salt",
15661,"32991119",40143,"Tetrasubstituted acetanilide",
15662,"32991127",18838,"Polymer of butyl acrylate and N-(substituted alkyl) acrylamide salt","XU"
15663,"32991192",46141,"Trisubstituted-1-naphthol",
15664,"32991200",31459,"Disubstituted-1-naphthol salt",
15665,"32991218",20349,"Disubstituted naphthalenesulfonic acid nickel complex",
15666,"32991309",19717,"Polymer of vinyl acetate and vinyl anhydride with alcohol, neutralized","XU"
15667,"32991374",40472,"Substituted morpholinium tetrafluoroborate",
15668,"32991515",46492,"[Substituted [[(substituted heteropolycycle)alkylidene] substitutedcarbopolycycle]alkenyl]heteropolycyclic salt",
15669,"32991523",18781,"Polymer of methyl acrylate and N-(substituted alkyl) acrylamide salt","XU"
15670,"32991705",16569,"Disubstituted pyridinium salt",
15671,"32991853",41362,"Substituted morpholinium iodide",
15672,"32991895",40245,"Tetrasubstituted benzisothiazole",
